Billing	index_en	id	msg	time	chat_id	user_id	word count	Language	Preassigned Topic	Preassigned Subtopic	Topic_L1	Topic_L2	AnswerType	Confirmation	Scenario							
2371	60189	478170	the bill for this month is not available in the download & pa bill there	1480396779	20527	0	15	English	Billing	Billing Details	Billing	BillingTroubleShooting	Procedure	False	NoResultFound							
2379	60362	478678	hi, I want to pay my bill online but the pay now option not working	1480401541	20550	0	15	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2387	60548	480012	i hv problem on online payment	1480466457	20608	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2387	60554	480040	i CAN NOT SELECT PAYMENT METHOD. WHEN I CLICK TO SELECT PAYMENT METHOD TI WILL JUMP TO ANOTHER PAGE	1480466647	20608	0	19	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2387	60556	480048	ERROR MESSAGE PAGES <NL>The return page URL not exist<NL><NL>The merchant code not supply or the merchant code not exist <NL><NL>Please make sure the Merchant Code send to Mobile 88 is correct<NL>You might find the information you need by opening the www.mobile 88. com home page and then linking to a similiar page.<NL><NL>Please contact Mobile 88 admin at 603 - 22614668 <NL>or email to support@ipay 88. com	1480466758	20608	0	58	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	ErrorCode							
2387	60558	480062	i TRY CREDIT CARD ALSO PB BANK. IF i DID NOT CLICK TO SELECT MECHANT & CLICK PROCEED IT WILL DIRECT TO TO MAYBANK 2 u	1480467005	20608	0	24	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	BillingTroubleShootingOthers							
2387	60559	480063	If I click to select Credit card or PB bank it will jump to another page with error message.	1480467039	20608	0	19	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	BillingTroubleShootingOthers							
2389	60613	480136	I want to pay my bill but couldnt. Can u please help?	1480468090	20611	0	12	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2399	60945	481575	but the 'pay now' prompts me to auto-debit.	1480485023	20668	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2421	61516	483841	i cant see the pay now botton	1480547816	20767	0	7	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2451	62289	490287	I cannot make payment online here	1480587019	21070	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2451	62292	490292	Click download & pay online, then pay now no response	1480587150	21070	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2460	62496	491164	WHY CANNOT PAY ONLINE	1480637291	21121	0	4	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2460	62507	491183	YA..CANNOT PAY THROUGH SELF CARE....MEAN ONLINE SYSTEM...WHY.....	1480637784	21121	0	7	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2463	62566	491298	click pay now but nothing appear...not able to pay bill	1480639945	21130	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	None	False	CannotPayBill							
2464	62578	491323	why i cannot download bill	1480640445	21131	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotViewBill							
2464	62584	491334	I want to pay my bill but cannot	1480640512	21131	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	None	False	CannotPayBill							
2472	62761	491725	i cant pay my 8 cents bill	1480643914	21157	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2472	62777	491831	i clicked pay now	1480644769	21157	0	4	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	None	False	CannotPayBill							
2472	62781	491839	Transaction Failed. <NL>Invalid parameters(Invalid Amount)	1480644810	21157	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	None	False	ErrorCode							
2481	63184	495805	clicking the "pay now"	1480689095	21362	0	4	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	None	False	CannotPayBill							
2487	63369	496622	I did click on pay now and also at download but both no response at all,	1480726637	21400	0	16	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2493	63528	497946	I WILL LIKE TO MAKE A PAyment on line but it seem very difficultto do so	1480745658	21458	0	16	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2497	63629	498523	i click pay now but nothing	1480757422	21483	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	None	False	CannotPayBill							
2497	63639	498549	it's done but why the payment was not done. it says card expired.	1480757811	21483	0	13	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	BillingTroubleShootingOthers							
2514	64098	500958	I try to pay redone bill online since yesterday, but comtinously failed. Why?	1480820777	21585	0	13	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2514	64103	500971	I am log in into redone website to pay bill	1480820878	21585	0	10	English	Billing	Make Payment - Selfcare	None	None	None	False	None							
2514	64107	500977	Cant access when i click to "Pay Now"	1480821004	21585	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2519	64254	501977	Why cannot pay my bill online?	1480839613	21625	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2519	64261	501986	How 2 pay online?	1480839740	21625	0	4	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2519	64264	501989	yes, but cannot make payment	1480839788	21625	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2520	64284	502197	Why I couldn't make an online payment	1480846179	21632	0	7	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2530	64513	503361	Why cannot pay on line	1480899845	21687	0	5	English	Billing	Payment Channel	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2539	64793	504505	when i sign in to redone, and click pay now, it does not bring me to mbb 2 u website for pymt	1480909233	21741	0	20	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2567	65683	509569	why here can't pay online	1480999392	21933	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2581	66158	511836	HI, why i click "pay now" but it won't go to paymen site?	1481068013	22014	0	13	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2587	66353	513282	I cant pay bill in selfcare anymore?	1481091198	22068	0	7	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2587	66355	513285	i press the paynow but no any payment screen	1481091221	22068	0	9	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2588	66364	513337	how to download and pay now<NL>i now at page download bill	1481091829	22073	0	11	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2590	66429	514769	i had clicked PAY NOW	1481107314	22116	0	5	English	Billing	Payment Channel	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2592	66505	514885	i clicked download, but it did not respond	1481110490	22121	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
2593	66536	514966	i cant pay my bill	1481111870	22124	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2593	66543	514975	hi, may i know why when i click on 'Pay Now'	1481111943	22124	0	11	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2593	66545	514977	and i cant proceed to pay my bill	1481111962	22124	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2593	66555	514990	i can make my payment	1481112170	22124	0	5	English	Billing	Make Payment - Selfcare	None	None	None	False	None							
2596	66616	515072	can not online paying?	1481114544	22129	0	4	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2602	66835	516371	why i cannot download my bill?	1481159023	22174	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotViewBill							
2608	67014	517721	i cant seem to see the word "total amount due"	1481178566	22224	0	10	English	Billing	Billing Details	Billing	BillingTroubleShooting	Procedure	False	BillingTroubleShootingOthers							
2615	67201	519213	Hye I want to pay my Dec 1 bill. Clicking the pay now button doesn't seems to be working	1481201280	22278	0	19	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2622	67377	520797	pay via selfcare portal how?	1481258565	22344	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2630	67616	522863	KNAPA SY DOWNLOAD BIL TAK BLH	1481336773	22419	0	6	BM	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2634	67722	523097	Hi why there is no repond when i click Pay Now	1481339936	22430	0	11	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2634	67726	523110	I want to pay my bill but the Pay Now button is not respond	1481340027	22430	0	14	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2655	68376	527668	why i can't pay bill using online	1481529867	22614	0	7	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2659	68490	528356	it says transaction failed	1481551237	22646	0	4	English	Billing	Unsuspend lines - (Within 50 days)	Billing	BillingTroubleShooting	Procedure	False	TransactionCannotGoThrough							
2659	68495	528361	i mean i am trying to make a payment now!	1481551521	22646	0	10	English	Billing	Unsuspend lines - (Within 50 days)	Billing	PaymentChannel	Procedure	False	HowPay							
2659	68497	528366	as it is the dam line is causing me a bomb everytime hence i wana port out..now i want to make an online paymeny also cannot!!!	1481551559	22646	0	26	English	Billing	Unsuspend lines - (Within 50 days)	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2660	68554	528736	how to open pop up window	1481587352	22661	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	HowEnablePopOut							
2661	68568	528823	I've tried click the 'pay now' but nothing happen	1481589198	22665	0	9	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2662	68581	528856	I would like yo pay my bill but when I click pay, the page didn't show anything	1481589718	22666	0	17	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2669	68741	529137	Hi. I am facing a problem in paying the bill. When I click pay now, it still remains in the same page.	1481594713	22682	0	22	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2670	68761	529770	why I can't make payment on line now?	1481604025	22716	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2670	68772	529807	previously I can pay via Redone selfcare	1481604670	22716	0	7	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2672	68793	529835	HI REDONE,<NL>why i cannot pay via website redone	1481605524	22721	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2673	68806	529923	why i can't pay my bill using credit card?	1481607598	22727	0	9	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2678	68919	530317	Y I CNT PAY MY BIL	1481616307	22744	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2680	68957	530542	hi.. I tried to pay my bill using cimbclicks but facing with problem. Saying that my acount is incorrect	1481619925	22751	0	19	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	AccountInvalid							
2682	68985	530579	Hi, I cant download the bill for payment	1481620527	22754	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
2691	69338	532382	Why unable make payment?	1481673376	22827	0	4	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2691	69348	532400	When click pay now, suppose will prompt out the option for payment	1481673561	22827	0	12	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2693	69387	533021	I'm not able to made online payment because the Pay Now is not working	1481682768	22859	0	14	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2693	69394	533037	i used to made online payment & no issue with it	1481682905	22859	0	11	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2694	69403	533986	I'm trying to make payment - it is not responding	1481698281	22901	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2694	69408	533993	I am unable to make payment - why is that?	1481698394	22901	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2694	69410	534000	I am unable to make payment	1481698455	22901	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2699	69540	534251	My no is 0125502889. Trying to pay online via Red 1. Click PAY NOW but nothing happen? Need help. Call 019 - 4566068 /Fong	1481702436	22915	0	21	English	Billing	Make Payment - Kiosk / Epay / BSN / Maybank / RHB	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2699	69547	534328	Can do now. But link to Maybank 2 u.com. When I try directly in Maybank 2 u, why cannot fine Red 1 to pay?	1481703030	22915	0	20	English	Billing	Make Payment - Kiosk / Epay / BSN / Maybank / RHB	Billing	BillingTroubleShooting	Reason	False	BillingTroubleShootingOthers							
2699	69552	534344	My question is to pay thru Maybank 2 u.com cannoy find RED 1 company name to pay to?	1481703381	22915	0	16	English	Billing	Make Payment - Kiosk / Epay / BSN / Maybank / RHB	Billing	BillingTroubleShooting	Procedure	False	CannotFindPayee							
2699	69554	534357	But cannot find "RED 1 Network SDn BHD" in Maybank list???	1481703455	22915	0	11	English	Billing	Make Payment - Kiosk / Epay / BSN / Maybank / RHB	Billing	BillingTroubleShooting	Procedure	False	CannotFindPayee							
2705	69644	534725	WHY CANT PAY ONLINE	1481709347	22935	0	4	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2708	69725	534920	i want make payment but cannot already ??	1481719012	22945	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2721	70148	537070	hi there,ive paid my bill earlier this month but it is still showing "Pay Now'at the download bill section. Why?	1481768141	23036	0	20	English	Billing	Payment Status	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2738	70625	539048	I want to make payment, but no function?	1481782785	23121	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2747	70919	539915	Why cant pay bill?	1481789112	23150	0	4	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2749	70985	540090	I CANT MAKE ONLINE PAYMENT WHEN I CLICK {PAY NOW}	1481790534	23154	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2760	71253	541293	Why I can't pay online ?	1481808607	23216	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2760	71260	541306	I am at portal now clicked pay now but no response	1481808738	23216	0	11	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2760	71265	541317	How to enable pop up on phone	1481808858	23216	0	7	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2761	71284	541330	Y i cant make de payment?	1481809158	23218	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2761	71290	541344	But wen i click in pay now tats no respond	1481809337	23218	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2766	71440	542524	when i click pay now	1481843243	23272	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2770	71529	542725	Hi i need to pay online bill but i press payment, it come out nothing	1481846980	23282	0	15	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2780	71809	544986	When i click on view n pay bills, it shows "no results found".i would to pay bill using my debit card..	1481864581	23377	0	21	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	NoResultFound							
2784	71913	545563	why i cannot make payment via credit card?	1481872683	23403	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2785	71931	545688	how can I pay bill <NL>I click pay now but doesnt work	1481873436	23409	0	12	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2789	72035	546677	BUT I GO TO THE DOWNLOAND & PAY BILL AND CLICK THE PAY NOW WHY CAN NOT	1481893821	23450	0	17	English	Billing	Payment Type	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2791	72070	547139	Hi, I have just mad cash payment at sen heng outlet and upon checking the receipt, payment was sent to a different account number. What do I do?	1481897961	23472	0	28	English	Billing	Payment Status	Billing	BillingTroubleShooting	Procedure	False	BillingTroubleShootingOthers							
2798	72350	548960	yes,i'm wondering y i cant pay my bill through the redOne website?	1481956016	23544	0	12	English	Billing	Payment Channel	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2804	72470	549468	why i cant pay bill once o click pay now	1481969846	23572	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2822	72974	552085	hi, i am unable to pay the bill thru my debit card. it keeps showing error althugh i didnt press back button. can you please help me out?	1482055303	23687	0	28	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2824	73005	552291	i have clicked pay now but no respond. may be because of my line barred so cant pay now.	1482068706	23697	0	19	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2833	73249	554052	I want to pay bill online but seems cannot	1482126716	23773	0	9	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2833	73263	554090	ipad?	1482127133	23773	0	1	English	Billing	Make Payment - Selfcare	None	None	None	False	None							
2835	73294	554136	Hi, I am trying to pay my bill but the "Pay Now" button does not seem to be working. Pls assist	1482128320	23776	0	21	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2851	73763	555294	I DID IT ALREADY. PAT NOW BUTTON IS NOT AVAILABLE	1482146287	23823	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2858	73955	555795	im trying to pay online but when i click pay now it doesnt work	1482155065	23842	0	14	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2860	73996	555943	NORMALLY I CLICK PAY NOW BUT NOW NO RESPONSE?	1482157847	23848	0	9	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2880	74691	559179	UNABLE TO MAKE PAYMENT ONLINE, HAVING PROBLEM WITH THE PAY SYSTEM?	1482239270	23979	0	11	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2888	75045	560768	Hi! good day<NL>what is billing Acct ID requested to pay bill via maybank 2 u?	1482292588	24046	0	13	English	Billing	Payment Status	Billing	PaymentChannel	ObjectName	False	UseWhatAccountID							
2930	76404	566009	why i can't pay my bills through this site	1482409537	24264	0	9	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2934	76516	566567	first of all<NL>I cant see the button PAY NOW	1482420755	24295	0	9	English	Billing	Billing Details	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2945	76772	568393	im unable to click on pay now	1482489141	24377	0	7	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2958	77053	570577	I want to ask why I can't pay my bill through "pay now" inside self care?	1482578551	24473	0	16	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2959	77067	570600	I want to pay my bill thru bank islam...but the pay now wont activate..	1482580820	24474	0	14	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2975	77528	572361	when i click pay now, no response	1482724813	24550	0	7	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2975	77534	572367	how do i do that?	1482724851	24550	0	5	English	Billing	Make Payment - Selfcare	None	None	Procedure	False	None							
2985	77814	573578	I am trying to pay RM 4.21 as stated on the invoice dated 1 Dec 2016. Nothing appears when I click on Pay Now.??	1482755669	24594	0	23	English	Billing	Billing Details	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2989	77950	573842	why nothing happen when i click pay now?	1482762362	24608	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
73	1788	53380	y can not download&pay bill?	1465793914	2426	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
73	1792	53386	y can not download&pay bill?	1465793964	2426	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
75	1847	53931	hi..<NL>why when i download and pay bill, and no result found?	1465801666	2448	0	11	English	Billing	Payment Type	Billing	BillingTroubleShooting	Procedure	False	NoResultFound							
100	2497	58407	hi..<NL>how can i download the statement start Jan' 16 until Mar' 16 	1465957672	2670	0	10	English	Billing	Billing Details	Billing	Document	Procedure	False	HowDownloadBill							
143	3591	75314	Why is that the online bill is not updated???	1466501352	3407	0	9	English	Billing	Billing Details	Billing	PaymentStatus	Reason	False	WhyNotUpdated							
183	4444	93091	REDONE is on upgrading , i cant dowload my bill how?	1467337346	4232	0	11	English	Billing	Billing Details	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
183	4451	93151	yes, i do log in every month, today cant dowload	1467337756	4232	0	10	English	Billing	Billing Details	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
189	4571	93844	Hi ,how to download bill statement from april to june 2016 ? I try to click but no the bill statement Is not appear..	1467342032	4268	0	23	English	Billing	Billing Error	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
200	4834	97491	CANNOT BE DOWNLOAD STATEMENT	1467420145	4411	0	4	English	Billing	Billing Error	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
200	4843	97511	how SHOULD I GO to the mENU?	1467420425	4411	0	7	English	Billing	Billing Error	Billing	BillingTroubleShooting	Procedure	False	WhereIsMenu							
203	4901	97936	why cannot download bill>??	1467427001	4426	0	4	English	Billing	Billing Details	Billing	BillingTroubleShooting	Reason	False	WhyCannotViewBill							
204	4911	97946	hi<NL>how to check my history bill vs payment..	1467427089	4427	0	8	English	Billing	Billing Details	Billing	Document	Procedure	False	HowViewBill							
216	5239	107954	Ok, second question is, I have missed to download my April statement how am I going to get my statement of April???	1467692708	4881	0	22	English	Billing	Auto Debit Application	Billing	Document	Procedure	False	HowViewBill							
218	5295	108124	i have click download bill	1467696561	4889	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
218	5298	108127	the download does not start	1467696589	4889	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
221	5378	108352	what month i must look for the bill?	1467699150	4899	0	8	English	Billing	Billing Details	Billing	PaymentCycle	ObjectTime	False	WhenBillUpdate							
263	6452	118058	Hi, i would like to download april' 16 statement (billing from 1 / 4 / 16 to 30 / 4 / 16 ) but system does not allow. Pls assist. TQ	1468295550	5299	0	21	English	Billing	Billing Address	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
268	6574	120277	i will click download but cant	1468377519	5404	0	6	English	Billing	Payment Type	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
281	6904	125137	hi, why i cant download my bill?	1468486065	5614	0	7	English	Billing	Billing Details	Billing	BillingTroubleShooting	Reason	False	WhyCannotViewBill							
281	6908	125143	hi, why i cant download my bill?	1468486147	5614	0	7	English	Billing	Billing Details	Billing	BillingTroubleShooting	Reason	False	WhyCannotViewBill							
308	7582	147780	hello, gd morning, why i cannot download the bill ?	1469152732	6553	0	10	English	Billing	Billing Error	Billing	BillingTroubleShooting	Reason	False	WhyCannotViewBill							
312	7668	148328	Y I can't pay my bill ?	1469166293	6583	0	7	English	Billing	Payment Type	Billing	BillingTroubleShooting	Reason	False	WhyCannotViewBill							
312	7675	148345	so why i cannot pay my bil ?	1469166410	6583	0	8	English	Billing	Payment Type	Billing	BillingTroubleShooting	Reason	False	WhyCannotViewBill							
312	7679	148360	Where is the menu	1469166533	6583	0	4	English	Billing	Payment Type	Billing	BillingTroubleShooting	Procedure	False	WhereIsMenu							
364	8888	184744	hi, why can't i download the bill at Download bill page ?	1470383144	8185	0	12	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotViewBill							
418	10043	208011	cannot down load bill	1471345792	9244	0	4	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
418	10053	208058	i login n press the download bill , the bill cant pop out	1471346049	9244	0	13	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
508	12223	242488	morning, why can't download bill?	1472698219	10583	0	5	English	Billing	Billing Error	Billing	BillingTroubleShooting	Reason	False	CannotViewBill							
524	12584	247584	can't i see the bill online.i can get the Sept n Oct bills	1472777741	10781	0	13	English	Billing	Billing Details	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
558	13413	277444	I cant download my bill. wat should i do?	1473812816	11921	0	9	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotViewBill							
591	14116	291518	why I cant view my bill?	1474167650	12487	0	6	English	Billing	Increase credit limit	Billing	BillingTroubleShooting	Reason	False	WhyCannotViewBill							
600	14324	293425	Done online payment but refresh screen din show official receipt. Ps hlp	1474257969	12561	0	12	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	ReceiptProblem							
600	14327	293428	Done online payment but refresh screen din show official receipt. Ps hlp	1474258056	12561	0	12	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	ReceiptProblem							
611	14591	295243	hallo<NL>why i cant pay the bil now	1474330220	12629	0	7	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
625	14926	296200	I at the download and Pay bill section and try to download the Jul,Aug & Sept but no response	1474352854	12670	0	19	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
630	15036	296773	Hi, why error come out to pay bill	1474357619	12695	0	8	English	Billing	Make Payment - Kiosk / Epay / BSN / Maybank / RHB	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
